level_size,140,18
start_main_grid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,107,91,91,94,72,74,107,91,91,94,72,74,107,91,91,94,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,104,106,103,63,72,74,104,106,103,63,72,74,104,106,103,63,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,72,72,72,72,72,73,72,72,72,72,72,73,72,72,72,72,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,186,187,0,0,0,0,0,0,0,0,0,0,37,39,40,40,40,72,72,39,40,40,40,72,72,39,40,40,40,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,92,96,85,72,64,52,92,96,85,72,64,52,92,96,85,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,93,91,91,87,72,74,93,91,91,87,72,74,93,91,91,87,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,7,7,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,41,42,43,43,43,38,38,38,42,43,43,43,44,0,0,0,0,144,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,61,107,91,91,94,72,74,107,91,91,94,72,74,107,91,91,94,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,7,7,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,51,52,92,96,85,72,72,64,49,70,70,50,54,0,0,0,0,153,0,0,0,0,0,0,0,153,0,0,0,0,7,7,0,0,0,7,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,61,104,106,103,63,72,74,104,106,103,63,72,74,104,106,103,63,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,61,93,91,91,87,72,72,74,59,69,69,60,54,0,0,0,0,153,0,0,0,0,0,0,0,153,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,71,72,72,72,72,72,73,72,72,72,72,72,73,72,72,72,72,54,0,0,0,0,0,0,0,0,0,0,0,148,149,150,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,19,19,19,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,61,107,91,91,94,72,72,74,107,91,91,94,54,0,0,0,0,153,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,37,39,40,40,40,72,72,39,40,40,40,72,72,39,40,40,40,54,0,0,0,0,0,0,0,0,0,0,0,158,159,160,0,0,0,0,
0,0,142,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,61,104,106,103,63,72,72,74,104,106,103,63,54,0,0,0,0,163,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,51,52,92,96,85,72,64,52,92,96,85,72,64,52,92,96,85,54,0,0,0,0,0,0,0,0,0,0,0,168,169,170,0,0,0,0,
